cam_x, cam_y, cam_theta, odom_x, odom_y, odom_theta, cmd_vx, cmd_vy, cmd_wz, odom_vx, odom_vy, odom_wz
1.08697, 2.83474, 1.26695, -0.671805, 0.825605, -0.303843, 0, 0, -0, 0.00257645, -0.00321756, 0.504952
1.08657, 2.8339, 1.29848, -0.672045, 0.8256, -0.272314, 0, 0, -0, 0.00121136, -0.00358636, 0.49706
1.08618, 2.8331, 1.29848, -0.672045, 0.8256, -0.272314, 0, 0, -0, 0.00121136, -0.00358636, 0.49706
1.08581, 2.83234, 1.29848, -0.672045, 0.8256, -0.272314, 0, 0, -0, 0.00121136, -0.00358636, 0.49706
1.08546, 2.83162, 1.29848, -0.672045, 0.8256, -0.272314, 0, 0, -0, 0.00121136, -0.00358636, 0.49706
1.08514, 2.83093, 1.32032, -0.672298, 0.825546, -0.250472, 0, 0, -0, 0.00247289, -0.00473433, 0.450685
1.08483, 2.83028, 1.32032, -0.672298, 0.825546, -0.250472, 0, 0, -0, 0.00247289, -0.00473433, 0.450685
1.08404, 2.82873, 1.32032, -0.672298, 0.825546, -0.250472, 0, 0, -0, 0.00247289, -0.00473433, 0.450685
1.08332, 2.82726, 1.33026, -0.672719, 0.825152, -0.240537, 0, 0, -0, 0.0102281, -0.00650352, 0.208849
1.08264, 2.82586, 1.33026, -0.672719, 0.825152, -0.240537, 0, 0, -0, 0.0102281, -0.00650352, 0.208849
1.08199, 2.82452, 1.33026, -0.672719, 0.825152, -0.240537, 0, 0, -0, 0.0102281, -0.00650352, 0.208849
1.08137, 2.82325, 1.33026, -0.672719, 0.825152, -0.240537, 0, 0, -0, 0.0102281, -0.00650352, 0.208849
1.08076, 2.82204, 1.32811, -0.672886, 0.824916, -0.242688, 0, 0, -0, 0.00558678, -0.00220601, -0.0445543
1.0812, 2.8238, 1.32811, -0.672886, 0.824916, -0.242688, 0, 0, -0, 0.00558678, -0.00220601, -0.0445543
1.08162, 2.82547, 1.32811, -0.672886, 0.824916, -0.242688, 0, 0, -0, 0.00558678, -0.00220601, -0.0445543
1.08201, 2.82707, 1.32547, -0.672849, 0.825036, -0.245327, 0, 0, -0, -0.00262877, 0.000137401, -0.0552309
1.08238, 2.82859, 1.32547, -0.672849, 0.825036, -0.245327, 0, 0, -0, -0.00262877, 0.000137401, -0.0552309
1.08273, 2.83003, 1.32547, -0.672849, 0.825036, -0.245327, 0, 0, -0, -0.00262877, 0.000137401, -0.0552309
1.08307, 2.8314, 1.32547, -0.672849, 0.825036, -0.245327, 0, 0, -0, -0.00262877, 0.000137401, -0.0552309
1.08339, 2.83271, 1.32547, -0.672849, 0.825036, -0.245327, 0, 0, -0, -0.00262877, 0.000137401, -0.0552309
1.08369, 2.83396, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, -0.00016448, 0.000465569, 0
1.08359, 2.83455, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08349, 2.83512, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.0834, 2.83566, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08332, 2.83617, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08324, 2.83665, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08317, 2.83712, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.0831, 2.83756, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08383, 2.84026, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08452, 2.84283, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08518, 2.84527, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.0858, 2.8476, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.0864, 2.84981, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08697, 2.85192, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08751, 2.85393, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08796, 2.85607, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.0884, 2.8581, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08881, 2.86004, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.0892, 2.86188, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08958, 2.86363, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.08993, 2.8653, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.09027, 2.86689, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.09126, 2.87039, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.0922, 2.87373, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.0931, 2.8769, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.09395, 2.87992, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.09476, 2.88279, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.09553, 2.88553, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.09659, 2.889, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.0976, 2.8923, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.09856, 2.89545, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.09948, 2.89844, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10035, 2.90129, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10117, 2.904, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10196, 2.90658, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10187, 2.90687, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10179, 2.90715, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10171, 2.90741, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10164, 2.90766, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10157, 2.9079, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10151, 2.90812, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10145, 2.90834, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10139, 2.90854, 1.32547, -0.672818, 0.825039, -0.245327, 0, 0, -0, 0, 0, 0
1.10434, 2.91002, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.10714, 2.91143, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.10979, 2.91278, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.1123, 2.91406, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.11469, 2.91529, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.11695, 2.91646, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.11864, 2.91638, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.12024, 2.9163, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.12176, 2.91624, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.1232, 2.91617, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.12457, 2.91611, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.12586, 2.91606, 1.32547, -0.672818, 0.825039, -0.245327, 0.5, 0, -0, 0, 0, 0
1.1273, 2.91596, 1.32869, -0.67335, 0.822791, -0.242103, 0.5, 0, -0, 0.0468124, 0.000401999, 0.0658558
1.12866, 2.91587, 1.32869, -0.67335, 0.822791, -0.242103, 0.5, 0, -0, 0.0468124, 0.000401999, 0.0658558
1.13008, 2.91612, 1.32869, -0.67335, 0.822791, -0.242103, 0.5, 0, -0, 0.0468124, 0.000401999, 0.0658558
1.13143, 2.91637, 1.32869, -0.67335, 0.822791, -0.242103, 0.5, 0, -0, 0.0468124, 0.000401999, 0.0658558
1.13271, 2.9166, 1.32869, -0.67335, 0.822791, -0.242103, 0.5, 0, -0, 0.0468124, 0.000401999, 0.0658558
1.13392, 2.91683, 1.32869, -0.67335, 0.822791, -0.242103, 0.5, 0, -0, 0.0468124, 0.000401999, 0.0658558
1.13507, 2.91704, 1.32869, -0.67335, 0.822791, -0.242103, 0.5, 0, -0, 0.0468124, 0.000401999, 0.0658558
1.13661, 2.91714, 1.33155, -0.676564, 0.811038, -0.239245, 0.5, 0, -0, 0.144634, -0.00430519, 0.0263859
1.1385, 2.91839, 1.33155, -0.676564, 0.811038, -0.239245, 0.5, 0, -0, 0.144634, -0.00430519, 0.0263859
1.1403, 2.91957, 1.33155, -0.676564, 0.811038, -0.239245, 0.5, 0, -0, 0.144634, -0.00430519, 0.0263859
1.142, 2.92071, 1.33155, -0.676564, 0.811038, -0.239245, 0.5, 0, -0, 0.144634, -0.00430519, 0.0263859
1.14361, 2.92178, 1.33155, -0.676564, 0.811038, -0.239245, 0.5, 0, -0, 0.144634, -0.00430519, 0.0263859
1.14532, 2.92277, 1.33155, -0.679186, 0.802628, -0.239245, 0.5, 0, -0, 0.181723, -0.011468, 0
1.14693, 2.92371, 1.33155, -0.679186, 0.802628, -0.239245, 0.5, 0, -0, 0.181723, -0.011468, 0
1.14865, 2.92456, 1.33112, -0.682209, 0.792465, -0.239674, 0.5, 0, -0, 0.222718, -0.0111178, -0.00919104
1.1501, 2.92484, 1.33112, -0.682209, 0.792465, -0.239674, 0.5, 0, -0, 0.222718, -0.0111178, -0.00919104
1.15146, 2.9251, 1.33112, -0.682209, 0.792465, -0.239674, 0.5, 0, -0, 0.222718, -0.0111178, -0.00919104
1.15276, 2.92535, 1.33112, -0.682209, 0.792465, -0.239674, 0.5, 0, -0, 0.222718, -0.0111178, -0.00919104
1.15399, 2.92559, 1.33112, -0.682209, 0.792465, -0.239674, 0.5, 0, -0, 0.222718, -0.0111178, -0.00919104
1.15515, 2.92582, 1.33112, -0.682209, 0.792465, -0.239674, 0.5, 0, -0, 0.222718, -0.0111178, -0.00919104
1.15665, 2.92594, 1.33059, -0.689875, 0.765808, -0.240202, 0.5, 0, -0, 0.309021, -0.0137669, -0.00481241
1.15808, 2.92605, 1.33059, -0.689875, 0.765808, -0.240202, 0.5, 0, -0, 0.309021, -0.0137669, -0.00481241
1.15918, 2.92554, 1.33059, -0.689875, 0.765808, -0.240202, 0.5, 0, -0, 0.309021, -0.0137669, -0.00481241
1.16022, 2.92506, 1.33059, -0.689875, 0.765808, -0.240202, 0.5, 0, -0, 0.309021, -0.0137669, -0.00481241
1.16121, 2.9246, 1.33059, -0.689875, 0.765808, -0.240202, 0.5, 0, -0, 0.309021, -0.0137669, -0.00481241
1.16215, 2.92417, 1.33059, -0.689875, 0.765808, -0.240202, 0.5, 0, -0, 0.309021, -0.0137669, -0.00481241
1.16304, 2.92375, 1.32579, -0.695349, 0.746834, -0.245009, 0.5, 0, -0, 0.309596, -0.0125911, -0.0752695
1.1638, 2.92336, 1.32478, -0.699309, 0.733496, -0.24602, 0.5, 0, -0, 0.292594, -0.0127558, -0.0211145
1.16452, 2.923, 1.32478, -0.699309, 0.733496, -0.24602, 0.5, 0, -0, 0.292594, -0.0127558, -0.0211145
1.16494, 2.92198, 1.32478, -0.699309, 0.733496, -0.24602, 0.5, 0, -0, 0.292594, -0.0127558, -0.0211145
1.16533, 2.92101, 1.32466, -0.703409, 0.71965, -0.246137, 0.5, 0, -0, 0.292166, -0.0122451, -0.00207606
1.1657, 2.92009, 1.32466, -0.703409, 0.71965, -0.246137, 0.5, 0, -0, 0.292166, -0.0122451, -0.00207606
1.16605, 2.91921, 1.32466, -0.703409, 0.71965, -0.246137, 0.5, 0, -0, 0.292166, -0.0122451, -0.00207606
1.16639, 2.91838, 1.32466, -0.703409, 0.71965, -0.246137, 0.5, 0, -0, 0.292166, -0.0122451, -0.00207606
1.16674, 2.91757, 1.32329, -0.707288, 0.706255, -0.247503, 0.5, 0, -0, 0.300674, -0.010743, -0.0295904
1.16707, 2.91681, 1.32329, -0.707288, 0.706255, -0.247503, 0.5, 0, -0, 0.300674, -0.010743, -0.0295904
1.16808, 2.91791, 1.32333, -0.711481, 0.69249, -0.247468, 0.5, 0, -0, 0.29685, -0.0143186, 0.000157582
