cam_x, cam_y, cam_theta, odom_x, odom_y, odom_theta, cmd_vx, cmd_vy, cmd_wz, odom_vx, odom_vy, odom_wz
1.14774, 0.280952, 1.31646, -1.45912, -1.86443, -0.254338, 0.5, 0, -0, 0.305625, -0.017523, 0.0433266
1.14796, 0.280901, 1.31646, -1.45912, -1.86443, -0.254338, 0.5, 0, -0, 0.305625, -0.017523, 0.0433266
1.14818, 0.280853, 1.31773, -1.46435, -1.88296, -0.253063, 0.5, 0, -0, 0.308754, -0.00648806, 0.0203423
1.14841, 0.280805, 1.31837, -1.467, -1.89252, -0.252428, 0.5, 0, -0, 0.31134, -0.00541717, 0.0198676
1.14862, 0.280761, 1.31837, -1.467, -1.89252, -0.252428, 0.5, 0, -0, 0.31134, -0.00541717, 0.0198676
1.14882, 0.28072, 1.31837, -1.467, -1.89252, -0.252428, 0.5, 0, -0, 0.31134, -0.00541717, 0.0198676
1.1489, 0.280705, 1.31592, -1.47193, -1.91061, -0.25488, 0.5, 0, -0, 0.288023, -0.00390216, -0.0372632
1.14898, 0.280691, 1.31592, -1.47193, -1.91061, -0.25488, 0.5, 0, -0, 0.288023, -0.00390216, -0.0372632
1.14905, 0.280676, 1.31592, -1.47193, -1.91061, -0.25488, 0.5, 0, -0, 0.288023, -0.00390216, -0.0372632
1.14912, 0.280662, 1.31592, -1.47193, -1.91061, -0.25488, 0.5, 0, -0, 0.288023, -0.00390216, -0.0372632
1.14896, 0.280707, 1.31537, -1.4749, -1.92172, -0.255431, 0.5, 0, -0, 0.237985, -0.00148004, -0.0114842
1.1488, 0.280749, 1.31537, -1.4749, -1.92172, -0.255431, 0.5, 0, -0, 0.237985, -0.00148004, -0.0114842
1.14854, 0.280819, 1.31579, -1.47768, -1.93149, -0.255011, 0.5, 0, -0, 0.213372, -0.00462694, 0.00873131
1.1483, 0.280885, 1.31579, -1.47768, -1.93149, -0.255011, 0.5, 0, -0, 0.213372, -0.00462694, 0.00873131
1.14806, 0.280948, 1.31579, -1.47768, -1.93149, -0.255011, 0.5, 0, -0, 0.213372, -0.00462694, 0.00873131
1.14784, 0.281008, 1.31579, -1.47768, -1.93149, -0.255011, 0.5, 0, -0, 0.213372, -0.00462694, 0.00873131
1.14763, 0.281064, 1.31579, -1.47768, -1.93149, -0.255011, 0.5, 0, -0, 0.213372, -0.00462694, 0.00873131
1.14728, 0.281159, 1.31602, -1.48002, -1.93989, -0.254773, 0.5, 0, -0, 0.178794, -0.00303939, 0.00464796
1.14694, 0.28125, 1.31602, -1.48002, -1.93989, -0.254773, 0.5, 0, -0, 0.178794, -0.00303939, 0.00464796
1.14679, 0.28129, 1.31593, -1.48284, -1.94974, -0.254866, 0.5, 0, -0, 0.216734, -0.00524661, -0.00289685
1.14666, 0.281328, 1.31593, -1.48284, -1.94974, -0.254866, 0.5, 0, -0, 0.216734, -0.00524661, -0.00289685
1.14652, 0.281363, 1.31593, -1.48284, -1.94974, -0.254866, 0.5, 0, -0, 0.216734, -0.00524661, -0.00289685
1.1464, 0.281397, 1.31593, -1.48284, -1.94974, -0.254866, 0.5, 0, -0, 0.216734, -0.00524661, -0.00289685
1.14628, 0.281429, 1.31593, -1.48284, -1.94974, -0.254866, 0.5, 0, -0, 0.216734, -0.00524661, -0.00289685
1.14647, 0.281383, 1.31608, -1.48656, -1.96298, -0.254715, 0.5, 0, -0, 0.281423, -0.00541406, 0.00315163
1.14664, 0.281338, 1.31608, -1.48656, -1.96298, -0.254715, 0.5, 0, -0, 0.281423, -0.00541406, 0.00315163
1.14706, 0.28123, 1.31502, -1.49231, -1.98368, -0.255775, 0.5, 0, -0, 0.336042, -0.00538877, -0.0162824
1.14745, 0.281127, 1.31502, -1.49231, -1.98368, -0.255775, 0.5, 0, -0, 0.336042, -0.00538877, -0.0162824
1.14783, 0.281028, 1.31502, -1.49231, -1.98368, -0.255775, 0.5, 0, -0, 0.336042, -0.00538877, -0.0162824
1.14818, 0.280935, 1.31502, -1.49231, -1.98368, -0.255775, 0.5, 0, -0, 0.336042, -0.00538877, -0.0162824
1.14852, 0.280846, 1.31502, -1.49231, -1.98368, -0.255775, 0.5, 0, -0, 0.336042, -0.00538877, -0.0162824
1.14873, 0.280787, 1.31447, -1.49487, -1.99335, -0.256327, 0.5, 0, -0, 0.314515, -0.000882377, -0.0180246
1.14894, 0.280733, 1.31536, -1.50006, -2.01264, -0.255432, 0.5, 0, -0, 0.313476, -0.00209332, 0.0140915
1.14913, 0.280682, 1.31536, -1.50006, -2.01264, -0.255432, 0.5, 0, -0, 0.313476, -0.00209332, 0.0140915
1.14931, 0.280634, 1.31536, -1.50006, -2.01264, -0.255432, 0.5, 0, -0, 0.313476, -0.00209332, 0.0140915
1.14948, 0.280589, 1.31536, -1.50006, -2.01264, -0.255432, 0.5, 0, -0, 0.313476, -0.00209332, 0.0140915
1.14964, 0.280546, 1.31536, -1.50006, -2.01264, -0.255432, 0.5, 0, -0, 0.313476, -0.00209332, 0.0140915
1.1498, 0.280506, 1.31536, -1.50006, -2.01264, -0.255432, 0.5, 0, -0, 0.313476, -0.00209332, 0.0140915
1.14992, 0.280472, 1.31497, -1.50404, -2.02697, -0.25583, 0.5, 0, -0, 0.309236, -0.00463267, -0.00849096
1.15007, 0.280433, 1.31454, -1.50804, -2.04138, -0.256252, 0.5, 0, -0, 0.31468, -0.00476702, -0.00849418
1.15021, 0.280395, 1.31454, -1.50804, -2.04138, -0.256252, 0.5, 0, -0, 0.31468, -0.00476702, -0.00849418
1.15034, 0.280359, 1.31454, -1.50804, -2.04138, -0.256252, 0.5, 0, -0, 0.31468, -0.00476702, -0.00849418
1.15046, 0.280325, 1.31454, -1.50804, -2.04138, -0.256252, 0.5, 0, -0, 0.31468, -0.00476702, -0.00849418
1.15057, 0.280292, 1.31454, -1.50804, -2.04138, -0.256252, 0.5, 0, -0, 0.31468, -0.00476702, -0.00849418
1.15068, 0.280261, 1.31454, -1.50804, -2.04138, -0.256252, 0.5, 0, -0, 0.31468, -0.00476702, -0.00849418
1.15078, 0.280233, 1.3141, -1.51199, -2.05604, -0.256696, 0.5, 0, -0, 0.313439, -0.00228791, -0.00925996
1.15086, 0.28021, 1.31484, -1.51572, -2.07038, -0.255957, 0.5, 0, -0, 0.310436, 0.000782564, 0.0154042
1.15094, 0.280189, 1.31484, -1.51572, -2.07038, -0.255957, 0.5, 0, -0, 0.310436, 0.000782564, 0.0154042
1.15101, 0.280169, 1.31484, -1.51572, -2.07038, -0.255957, 0.5, 0, -0, 0.310436, 0.000782564, 0.0154042
1.15108, 0.28015, 1.31484, -1.51572, -2.07038, -0.255957, 0.5, 0, -0, 0.310436, 0.000782564, 0.0154042
1.15114, 0.280132, 1.31484, -1.51572, -2.07038, -0.255957, 0.5, 0, -0, 0.310436, 0.000782564, 0.0154042
1.1512, 0.280116, 1.31484, -1.51572, -2.07038, -0.255957, 0.5, 0, -0, 0.310436, 0.000782564, 0.0154042
1.15127, 0.2801, 1.3169, -1.52113, -2.08969, -0.253894, 0.5, 0, -0, 0.3127, -0.00545748, 0.0323116
1.15132, 0.28009, 1.3169, -1.52518, -2.10408, -0.253894, 0.5, 0, -0, 0.309736, -0.00617342, 0
1.15137, 0.280081, 1.3169, -1.52518, -2.10408, -0.253894, 0.5, 0, -0, 0.309736, -0.00617342, 0
1.15142, 0.280072, 1.3169, -1.52518, -2.10408, -0.253894, 0.5, 0, -0, 0.309736, -0.00617342, 0
1.15146, 0.280065, 1.3169, -1.52518, -2.10408, -0.253894, 0.5, 0, -0, 0.309736, -0.00617342, 0
1.15151, 0.280058, 1.3169, -1.52518, -2.10408, -0.253894, 0.5, 0, -0, 0.309736, -0.00617342, 0
1.15155, 0.280051, 1.3169, -1.52518, -2.10408, -0.253894, 0.5, 0, -0, 0.309736, -0.00617342, 0
1.1516, 0.280045, 1.3193, -1.53293, -2.13302, -0.251495, 0.5, 0, -0, 0.313159, -0.00364677, 0.0297826
1.15165, 0.28004, 1.3193, -1.53293, -2.13302, -0.251495, 0.5, 0, -0, 0.313159, -0.00364677, 0.0297826
1.1517, 0.280037, 1.3193, -1.53293, -2.13302, -0.251495, 0.5, 0, -0, 0.313159, -0.00364677, 0.0297826
1.15175, 0.280034, 1.3193, -1.53293, -2.13302, -0.251495, 0.5, 0, -0, 0.313159, -0.00364677, 0.0297826
1.1518, 0.280033, 1.3193, -1.53293, -2.13302, -0.251495, 0.5, 0, -0, 0.313159, -0.00364677, 0.0297826
1.15184, 0.280032, 1.3193, -1.53293, -2.13302, -0.251495, 0.5, 0, -0, 0.313159, -0.00364677, 0.0297826
1.1519, 0.280027, 1.31953, -1.53692, -2.14767, -0.251267, 0.5, 0, -0, 0.317031, -0.00448081, 0.00469873
1.15194, 0.280026, 1.31939, -1.54075, -2.16215, -0.251409, 0.5, 0, -0, 0.315021, -0.00239805, -0.00315419
1.15199, 0.280024, 1.31939, -1.54075, -2.16215, -0.251409, 0.5, 0, -0, 0.315021, -0.00239805, -0.00315419
1.15203, 0.280023, 1.31939, -1.54075, -2.16215, -0.251409, 0.5, 0, -0, 0.315021, -0.00239805, -0.00315419
1.15207, 0.280021, 1.31939, -1.54075, -2.16215, -0.251409, 0.5, 0, -0, 0.315021, -0.00239805, -0.00315419
1.1521, 0.28002, 1.31939, -1.54075, -2.16215, -0.251409, 0.5, 0, -0, 0.315021, -0.00239805, -0.00315419
1.1521, 0.280031, 1.31954, -1.54446, -2.17648, -0.251253, 0.5, 0, -0, 0.305657, -0.000512068, 0.0029111
1.15209, 0.280041, 1.31954, -1.54446, -2.17648, -0.251253, 0.5, 0, -0, 0.305657, -0.000512068, 0.0029111
1.15209, 0.280048, 1.31953, -1.54829, -2.19067, -0.251262, 0.5, 0, -0, 0.308262, -0.0037982, -4.7499e-05
1.1521, 0.280054, 1.31953, -1.54829, -2.19067, -0.251262, 0.5, 0, -0, 0.308262, -0.0037982, -4.7499e-05
1.1521, 0.28006, 1.31953, -1.54829, -2.19067, -0.251262, 0.5, 0, -0, 0.308262, -0.0037982, -4.7499e-05
1.15211, 0.280066, 1.31953, -1.54829, -2.19067, -0.251262, 0.5, 0, -0, 0.308262, -0.0037982, -4.7499e-05
1.15211, 0.280071, 1.31953, -1.54829, -2.19067, -0.251262, 0.5, 0, -0, 0.308262, -0.0037982, -4.7499e-05
1.15212, 0.280077, 1.31953, -1.54829, -2.19067, -0.251262, 0.5, 0, -0, 0.308262, -0.0037982, -4.7499e-05
1.15211, 0.280085, 1.32063, -1.55746, -2.22412, -0.250163, 0.5, 0, -0, 0.306821, -0.0044168, 0.0130292
1.15211, 0.280094, 1.32063, -1.55746, -2.22412, -0.250163, 0.5, 0, -0, 0.306821, -0.0044168, 0.0130292
1.15211, 0.280103, 1.32063, -1.55746, -2.22412, -0.250163, 0.5, 0, -0, 0.306821, -0.0044168, 0.0130292
1.15216, 0.2801, 1.3213, -1.5601, -2.2339, -0.249501, 0.5, 0, -0, 0.31699, -0.00440434, 0.020845
1.1522, 0.280098, 1.3213, -1.5601, -2.2339, -0.249501, 0.5, 0, -0, 0.31699, -0.00440434, 0.020845
1.15224, 0.280097, 1.3213, -1.5601, -2.2339, -0.249501, 0.5, 0, -0, 0.31699, -0.00440434, 0.020845
1.15228, 0.280097, 1.3213, -1.5601, -2.2339, -0.249501, 0.5, 0, -0, 0.31699, -0.00440434, 0.020845
1.15232, 0.280096, 1.3213, -1.5601, -2.2339, -0.249501, 0.5, 0, -0, 0.31699, -0.00440434, 0.020845
1.15232, 0.280108, 1.32275, -1.5651, -2.25303, -0.248046, 0.5, 0, -0, 0.309358, -0.00193541, 0.0227989
1.15232, 0.280119, 1.32275, -1.5651, -2.25303, -0.248046, 0.5, 0, -0, 0.309358, -0.00193541, 0.0227989
1.15233, 0.280127, 1.32299, -1.56904, -2.26765, -0.247807, 0.5, 0, -0, 0.31266, -0.00465411, 0.00516988
1.15235, 0.280135, 1.32299, -1.56904, -2.26765, -0.247807, 0.5, 0, -0, 0.31266, -0.00465411, 0.00516988
1.15236, 0.280143, 1.32299, -1.56904, -2.26765, -0.247807, 0.5, 0, -0, 0.31266, -0.00465411, 0.00516988
1.15238, 0.28015, 1.32299, -1.56904, -2.26765, -0.247807, 0.5, 0, -0, 0.31266, -0.00465411, 0.00516988
1.15238, 0.28016, 1.32275, -1.57261, -2.28187, -0.248043, 0.5, 0, -0, 0.310914, 0.000638239, -0.00517312
1.15239, 0.280169, 1.32275, -1.57261, -2.28187, -0.248043, 0.5, 0, -0, 0.310914, 0.000638239, -0.00517312
1.15239, 0.280177, 1.32275, -1.57261, -2.28187, -0.248043, 0.5, 0, -0, 0.310914, 0.000638239, -0.00517312
1.15239, 0.280187, 1.32275, -1.57627, -2.29641, -0.248043, 0.5, 0, -0, 0.309437, 0.000285568, 0
1.15239, 0.280197, 1.32275, -1.57627, -2.29641, -0.248043, 0.5, 0, -0, 0.309437, 0.000285568, 0
1.15238, 0.280206, 1.32275, -1.57627, -2.29641, -0.248043, 0.5, 0, -0, 0.309437, 0.000285568, 0
1.15238, 0.280214, 1.32275, -1.57627, -2.29641, -0.248043, 0.5, 0, -0, 0.309437, 0.000285568, 0
1.15238, 0.280223, 1.32275, -1.57627, -2.29641, -0.248043, 0.5, 0, -0, 0.309437, 0.000285568, 0
1.15239, 0.280225, 1.32157, -1.58008, -2.31085, -0.249227, 0.5, 0, -0, 0.312531, -0.00310187, -0.0248691
1.1524, 0.280227, 1.32157, -1.58008, -2.31085, -0.249227, 0.5, 0, -0, 0.312531, -0.00310187, -0.0248691
1.15238, 0.280236, 1.32152, -1.58398, -2.32506, -0.249275, 0.5, 0, -0, 0.305552, -0.00559684, -0.000201564
1.15236, 0.280245, 1.32152, -1.58398, -2.32506, -0.249275, 0.5, 0, -0, 0.305552, -0.00559684, -0.000201564
1.15234, 0.280253, 1.32152, -1.58398, -2.32506, -0.249275, 0.5, 0, -0, 0.305552, -0.00559684, -0.000201564
1.15233, 0.280261, 1.32152, -1.58398, -2.32506, -0.249275, 0.5, 0, -0, 0.305552, -0.00559684, -0.000201564
1.15235, 0.280259, 1.32172, -1.58906, -2.34456, -0.249077, 0.5, 0, -0, 0.313816, -0.00181997, 0.00243309
1.15237, 0.280257, 1.32172, -1.58906, -2.34456, -0.249077, 0.5, 0, -0, 0.313816, -0.00181997, 0.00243309
1.15236, 0.280261, 1.32142, -1.59164, -2.35412, -0.249372, 0.5, 0, -0, 0.30788, -0.00447352, -0.009077
1.15235, 0.280265, 1.32142, -1.59164, -2.35412, -0.249372, 0.5, 0, -0, 0.30788, -0.00447352, -0.009077
1.15234, 0.280269, 1.32142, -1.59164, -2.35412, -0.249372, 0.5, 0, -0, 0.30788, -0.00447352, -0.009077
1.15233, 0.280272, 1.32142, -1.59164, -2.35412, -0.249372, 0.5, 0, -0, 0.30788, -0.00447352, -0.009077
1.15233, 0.280275, 1.32142, -1.59164, -2.35412, -0.249372, 0.5, 0, -0, 0.30788, -0.00447352, -0.009077
1.15233, 0.280275, 1.32189, -1.597, -2.37354, -0.248904, 0.5, 0, -0, 0.31122, -0.00606658, 0.00820537
1.15234, 0.280275, 1.32189, -1.597, -2.37354, -0.248904, 0.5, 0, -0, 0.31122, -0.00606658, 0.00820537
1.15237, 0.280271, 1.32262, -1.60091, -2.38781, -0.248181, 0.5, 0, -0, 0.315585, -0.00594321, 0.0150581
1.1524, 0.280267, 1.32262, -1.60091, -2.38781, -0.248181, 0.5, 0, -0, 0.315585, -0.00594321, 0.0150581
1.15242, 0.280265, 1.32262, -1.60091, -2.38781, -0.248181, 0.5, 0, -0, 0.315585, -0.00594321, 0.0150581
1.15245, 0.280262, 1.32262, -1.60091, -2.38781, -0.248181, 0.5, 0, -0, 0.315585, -0.00594321, 0.0150581
1.15247, 0.28026, 1.32262, -1.60091, -2.38781, -0.248181, 0.5, 0, -0, 0.315585, -0.00594321, 0.0150581
1.15233, 0.2803, 1.32277, -1.60424, -2.40075, -0.24803, 0.5, 0, -0, 0.280817, -0.00108147, 0.00339216
1.1522, 0.280337, 1.32277, -1.60424, -2.40075, -0.24803, 0.5, 0, -0, 0.280817, -0.00108147, 0.00339216
1.15192, 0.28041, 1.3217, -1.60731, -2.4123, -0.249097, 0.5, 0, -0, 0.246622, -0.00286667, -0.0223252
1.15165, 0.28048, 1.3217, -1.60731, -2.4123, -0.249097, 0.5, 0, -0, 0.246622, -0.00286667, -0.0223252
1.1514, 0.280545, 1.3217, -1.60731, -2.4123, -0.249097, 0.5, 0, -0, 0.246622, -0.00286667, -0.0223252
1.15116, 0.280606, 1.3217, -1.60731, -2.4123, -0.249097, 0.5, 0, -0, 0.246622, -0.00286667, -0.0223252
1.15094, 0.280664, 1.3217, -1.60731, -2.4123, -0.249097, 0.5, 0, -0, 0.246622, -0.00286667, -0.0223252
1.15054, 0.28076, 1.31867, -1.60997, -2.42205, -0.252128, 0.5, 0, -0, 0.207452, -0.0035827, -0.0615598
1.15002, 0.280888, 1.31801, -1.61212, -2.43006, -0.252787, 0.5, 0, -0, 0.174651, -0.0017036, -0.0141016
1.14952, 0.281008, 1.31801, -1.61212, -2.43006, -0.252787, 0.5, 0, -0, 0.174651, -0.0017036, -0.0141016
1.14905, 0.281122, 1.31801, -1.61212, -2.43006, -0.252787, 0.5, 0, -0, 0.174651, -0.0017036, -0.0141016
1.1486, 0.281228, 1.31801, -1.61212, -2.43006, -0.252787, 0.5, 0, -0, 0.174651, -0.0017036, -0.0141016
1.14817, 0.281329, 1.31801, -1.61212, -2.43006, -0.252787, 0.5, 0, -0, 0.174651, -0.0017036, -0.0141016
1.14777, 0.281424, 1.31801, -1.61212, -2.43006, -0.252787, 0.5, 0, -0, 0.174651, -0.0017036, -0.0141016
1.14726, 0.281547, 1.31814, -1.61464, -2.43908, -0.252653, 0.5, 0, -0, 0.146596, -0.0029585, 0.00202762
1.14661, 0.281707, 1.31897, -1.61593, -2.44434, -0.251831, 0.5, 0, -0, 0.109846, 0.00144411, 0.016738
1.14599, 0.28186, 1.31897, -1.61593, -2.44434, -0.251831, 0.5, 0, -0, 0.109846, 0.00144411, 0.016738
1.14541, 0.282004, 1.31897, -1.61593, -2.44434, -0.251831, 0.5, 0, -0, 0.109846, 0.00144411, 0.016738
1.14486, 0.282141, 1.31897, -1.61593, -2.44434, -0.251831, 0.5, 0, -0, 0.109846, 0.00144411, 0.016738
1.14421, 0.282301, 1.31846, -1.61708, -2.4481, -0.252341, 0.5, 0, -0, 0.0837354, -0.00373079, -0.0109267
1.1436, 0.282452, 1.31846, -1.61708, -2.4481, -0.252341, 0.5, 0, -0, 0.0837354, -0.00373079, -0.0109267
1.14329, 0.282528, 1.31842, -1.61889, -2.45456, -0.252373, 0.5, 0, -0, 0.14054, -0.00296959, -0.00227696
1.14299, 0.2826, 1.31842, -1.61889, -2.45456, -0.252373, 0.5, 0, -0, 0.14054, -0.00296959, -0.00227696
1.1427, 0.282668, 1.31842, -1.61889, -2.45456, -0.252373, 0.5, 0, -0, 0.14054, -0.00296959, -0.00227696
1.14243, 0.282732, 1.31842, -1.61889, -2.45456, -0.252373, 0.5, 0, -0, 0.14054, -0.00296959, -0.00227696
1.14218, 0.282793, 1.31842, -1.61889, -2.45456, -0.252373, 0.5, 0, -0, 0.14054, -0.00296959, -0.00227696
1.1422, 0.282782, 1.31952, -1.62165, -2.46362, -0.251278, 0.5, 0, -0, 0.198959, -0.00856895, 0.0240627
1.14223, 0.282773, 1.31952, -1.62165, -2.46362, -0.251278, 0.5, 0, -0, 0.198959, -0.00856895, 0.0240627
1.14245, 0.282715, 1.32014, -1.62512, -2.47483, -0.250657, 0.5, 0, -0, 0.242025, -0.0119236, 0.0140864
1.14266, 0.282659, 1.32014, -1.62512, -2.47483, -0.250657, 0.5, 0, -0, 0.242025, -0.0119236, 0.0140864
1.14286, 0.282608, 1.32014, -1.62512, -2.47483, -0.250657, 0.5, 0, -0, 0.242025, -0.0119236, 0.0140864
1.14305, 0.282559, 1.32014, -1.62512, -2.47483, -0.250657, 0.5, 0, -0, 0.242025, -0.0119236, 0.0140864
1.14323, 0.282513, 1.32014, -1.62512, -2.47483, -0.250657, 0.5, 0, -0, 0.242025, -0.0119236, 0.0140864
1.14363, 0.28241, 1.32014, -1.62916, -2.48824, -0.250657, 0.5, 0, -0, 0.292652, -0.012264, 0
1.14402, 0.282313, 1.32014, -1.62916, -2.48824, -0.250657, 0.5, 0, -0, 0.292652, -0.012264, 0
1.14445, 0.282204, 1.32078, -1.63478, -2.50709, -0.250018, 0.5, 0, -0, 0.308039, -0.0120436, 0.0100084
1.14486, 0.2821, 1.32078, -1.63478, -2.50709, -0.250018, 0.5, 0, -0, 0.308039, -0.0120436, 0.0100084
1.14524, 0.282003, 1.32078, -1.63478, -2.50709, -0.250018, 0.5, 0, -0, 0.308039, -0.0120436, 0.0100084
1.14561, 0.281911, 1.32078, -1.63478, -2.50709, -0.250018, 0.5, 0, -0, 0.308039, -0.0120436, 0.0100084
1.14592, 0.281833, 1.32122, -1.63894, -2.52099, -0.249579, 0.5, 0, -0, 0.300541, -0.0124109, 0.00943673
1.14622, 0.28176, 1.32122, -1.63894, -2.52099, -0.249579, 0.5, 0, -0, 0.300541, -0.0124109, 0.00943673
1.14651, 0.281689, 1.32087, -1.64322, -2.53503, -0.249931, 0.5, 0, -0, 0.301996, -0.0138394, -0.00814117
1.14678, 0.281621, 1.32087, -1.64322, -2.53503, -0.249931, 0.5, 0, -0, 0.301996, -0.0138394, -0.00814117
1.14704, 0.281557, 1.32087, -1.64322, -2.53503, -0.249931, 0.5, 0, -0, 0.301996, -0.0138394, -0.00814117
1.14729, 0.281496, 1.32087, -1.64322, -2.53503, -0.249931, 0.5, 0, -0, 0.301996, -0.0138394, -0.00814117
1.14752, 0.281439, 1.32087, -1.64322, -2.53503, -0.249931, 0.5, 0, -0, 0.301996, -0.0138394, -0.00814117
1.14769, 0.281399, 1.32237, -1.64727, -2.54843, -0.248427, 0.5, 0, -0, 0.291506, -0.0127563, 0.0313521
1.14786, 0.281362, 1.32237, -1.64727, -2.54843, -0.248427, 0.5, 0, -0, 0.291506, -0.0127563, 0.0313521
1.14806, 0.281315, 1.32279, -1.65138, -2.56233, -0.248003, 0.5, 0, -0, 0.302823, -0.0118575, 0.00898038
1.14826, 0.281271, 1.32279, -1.65138, -2.56233, -0.248003, 0.5, 0, -0, 0.302823, -0.0118575, 0.00898038
1.14844, 0.28123, 1.32279, -1.65138, -2.56233, -0.248003, 0.5, 0, -0, 0.302823, -0.0118575, 0.00898038
1.14862, 0.281191, 1.32279, -1.65138, -2.56233, -0.248003, 0.5, 0, -0, 0.302823, -0.0118575, 0.00898038
1.14879, 0.281155, 1.32279, -1.65138, -2.56233, -0.248003, 0.5, 0, -0, 0.302823, -0.0118575, 0.00898038
1.14896, 0.281121, 1.32523, -1.65544, -2.5762, -0.245567, 0.5, 0, -0, 0.305149, -0.0111723, 0.0514712
1.14912, 0.281091, 1.32523, -1.65544, -2.5762, -0.245567, 0.5, 0, -0, 0.305149, -0.0111723, 0.0514712
1.14924, 0.281075, 1.32685, -1.65954, -2.59005, -0.243948, 0.5, 0, -0, 0.297993, -0.0125757, 0.0333591
1.14935, 0.28106, 1.32685, -1.65954, -2.59005, -0.243948, 0.5, 0, -0, 0.297993, -0.0125757, 0.0333591
1.14946, 0.281047, 1.32685, -1.65954, -2.59005, -0.243948, 0.5, 0, -0, 0.297993, -0.0125757, 0.0333591
1.14957, 0.281036, 1.32685, -1.65954, -2.59005, -0.243948, 0.5, 0, -0, 0.297993, -0.0125757, 0.0333591
1.14967, 0.281027, 1.32685, -1.65954, -2.59005, -0.243948, 0.5, 0, -0, 0.297993, -0.0125757, 0.0333591
1.14978, 0.281012, 1.32689, -1.66386, -2.60421, -0.243906, 0.5, 0, -0, 0.303353, -0.0159152, 0.000767989
1.1499, 0.280998, 1.32689, -1.66386, -2.60421, -0.243906, 0.5, 0, -0, 0.303353, -0.0159152, 0.000767989
1.14995, 0.280998, 1.32624, -1.66779, -2.61734, -0.24456, 0.5, 0, -0, 0.291377, -0.0136873, -0.0138111
1.15, 0.280998, 1.32624, -1.66779, -2.61734, -0.24456, 0.5, 0, -0, 0.291377, -0.0136873, -0.0138111
1.15004, 0.280998, 1.32624, -1.66779, -2.61734, -0.24456, 0.5, 0, -0, 0.291377, -0.0136873, -0.0138111
1.15008, 0.280998, 1.32624, -1.66779, -2.61734, -0.24456, 0.5, 0, -0, 0.291377, -0.0136873, -0.0138111
1.15013, 0.280998, 1.32624, -1.66779, -2.61734, -0.24456, 0.5, 0, -0, 0.291377, -0.0136873, -0.0138111
1.15017, 0.280993, 1.32376, -1.6716, -2.63085, -0.247032, 0.5, 0, -0, 0.293125, -0.00888423, -0.05171
1.15021, 0.280986, 1.32376, -1.6716, -2.63085, -0.247032, 0.5, 0, -0, 0.293125, -0.00888423, -0.05171
1.15025, 0.28098, 1.32425, -1.67705, -2.64938, -0.246543, 0.5, 0, -0, 0.293123, -0.0114545, 0.00739446
1.15029, 0.280974, 1.32425, -1.67705, -2.64938, -0.246543, 0.5, 0, -0, 0.293123, -0.0114545, 0.00739446
1.15033, 0.280969, 1.32425, -1.67705, -2.64938, -0.246543, 0.5, 0, -0, 0.293123, -0.0114545, 0.00739446
1.15036, 0.280963, 1.32425, -1.67705, -2.64938, -0.246543, 0.5, 0, -0, 0.293123, -0.0114545, 0.00739446
1.1504, 0.280958, 1.32425, -1.67705, -2.64938, -0.246543, 0.5, 0, -0, 0.293123, -0.0114545, 0.00739446
1.15046, 0.280945, 1.32453, -1.68113, -2.66277, -0.24627, 0.5, 0, -0, 0.300496, -0.0148344, 0.00559303
1.15045, 0.280949, 1.32365, -1.68504, -2.67589, -0.247145, 0.5, 0, -0, 0.284569, -0.0123193, -0.0179471
1.15044, 0.280953, 1.32365, -1.68504, -2.67589, -0.247145, 0.5, 0, -0, 0.284569, -0.0123193, -0.0179471
1.15043, 0.280956, 1.32365, -1.68504, -2.67589, -0.247145, 0.5, 0, -0, 0.284569, -0.0123193, -0.0179471
1.15042, 0.280959, 1.32365, -1.68504, -2.67589, -0.247145, 0.5, 0, -0, 0.284569, -0.0123193, -0.0179471
1.15041, 0.280961, 1.32365, -1.68504, -2.67589, -0.247145, 0.5, 0, -0, 0.284569, -0.0123193, -0.0179471
1.1504, 0.280966, 1.32497, -1.68898, -2.68884, -0.24583, 0.5, 0, -0, 0.28431, -0.0136859, 0.0276539
1.15039, 0.28097, 1.32497, -1.68898, -2.68884, -0.24583, 0.5, 0, -0, 0.28431, -0.0136859, 0.0276539
1.15039, 0.280973, 1.32528, -1.69289, -2.70218, -0.24552, 0.5, 0, -0, 0.28675, -0.0112844, 0.0063523
1.15039, 0.280975, 1.32528, -1.69289, -2.70218, -0.24552, 0.5, 0, -0, 0.28675, -0.0112844, 0.0063523
1.15039, 0.280978, 1.32528, -1.69289, -2.70218, -0.24552, 0.5, 0, -0, 0.28675, -0.0112844, 0.0063523
1.1504, 0.280981, 1.32528, -1.69289, -2.70218, -0.24552, 0.5, 0, -0, 0.28675, -0.0112844, 0.0063523
1.1504, 0.280984, 1.32528, -1.69289, -2.70218, -0.24552, 0.5, 0, -0, 0.28675, -0.0112844, 0.0063523
1.15047, 0.280972, 1.32674, -1.69719, -2.71593, -0.244056, 0.5, 0, -0, 0.301176, -0.0173319, 0.0306192
1.15053, 0.280962, 1.32674, -1.69719, -2.71593, -0.244056, 0.5, 0, -0, 0.301176, -0.0173319, 0.0306192
1.1506, 0.280952, 1.326, -1.70128, -2.72985, -0.244792, 0.5, 0, -0, 0.30101, -0.0125776, -0.0152052
1.15065, 0.280943, 1.326, -1.70128, -2.72985, -0.244792, 0.5, 0, -0, 0.30101, -0.0125776, -0.0152052
